"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","lda.data.km.cluster"
"1",0,0.02173457639598,0.00952908616543707,0,0.0148302169422151,0,0,0,0.0829729265989975,27.602619006233,0,0.0455815329353335,0.00299339537412331,72.2188781913726,0,7
"2",34.555880288388,0,0,0,32.6792975597726,0,0,0.195631353367159,0,5.93552422515322,0,26.4743807510197,0.0657192987257739,0.0915484574078729,0,6
"3",0.229560214706764,0,0,0,17.4224062646316,0,0,81.1979961708041,0,0.00755911737739077,1.11526401091445,0,0,0,0.0247526252791778,3
"4",0,0,0,0,79.530808854081,0,0,0.0306383696662812,0,0.503768053835741,0,19.933423389606,0,0,0,6
"5",0,0,0,0,0,0,0,0,0,99.9977950967462,0,0,0,0,0,11
"6",0,0.722308420474157,0,0,0,0,0,0,16.162847584025,83.1131508342161,0,0,0,0,0,11
"7",0,0.0147757417630738,0.552772605462078,0,0.0941532268136513,0,0.43081660779579,0,1.43756218762712,80.1188354954104,0,0.0310742643141836,0,17.318498732848,0,11
"8",0,0.963272420110359,0,0,0.00118189627684917,0,0,0,99.0327556172313,0,0,0,0,0,0.00176332136035463,10
"9",0,0.0957738952448856,0,0.0390392324281377,76.6248122108536,1.61637867525271,0,0,0.00289193786249544,0.00652415734273,0.00534605392408161,0,0,0.32962636604156,21.2792878513064,6
"10",0,0.00117255557347896,0.116696036259073,0.0073831572165183,0.0530835048557079,0,0,0.0623458178707953,5.02538749225555,0.00207567391352736,0.0291664826422422,89.7558657888466,4.08819036457089,0,0.857664516175571,9
"11",0.57184437034563,0.0123319987329542,41.4113061674861,6.11232824924577,0,13.8975618970777,0,0.190379157688239,0,0.0219017398457388,3.09008764186717,2.09820956890078,10.3807475264845,20.7001931468526,1.51284811880798,13
"12",0.054394322786375,0.0258380055643438,24.1822404230441,66.2559351893762,0.338840300572526,0.153763795056434,4.96609950364421,0.00163810412768937,2.19030102922085,0.580126168919775,0.0144937584167864,0.944678224067213,0.100938331042003,0.18510975301047,0.00560309115105549,12
"13",1.22843632830161,0,0.317676822156221,0.158242365363025,0.0475110577537672,0.58556071570088,0.00269544208853529,0.18647789986684,0.00627047743635555,96.9289545542791,0.296083649695375,0.0403721149543809,0.0374537186837893,0.0111760361438034,0.15247430719104,11
"14",0,0,0,99.9509568520942,0,0,0,0.00693714707308286,0,0,0.00580609022452594,0,0,0,0.0359809001104162,12
"15",0,0,0.684117484932594,0.24478039063949,2.95451973180882,0.178011522367411,0,34.9647012490361,0.00855760580940708,60.0047756124087,0,0.911363364396678,0.0487097313465635,0,0,11
"16",0.708721683397077,0,0,0.00619072359939878,55.877229217146,7.18107981340815,0.0611797955448103,0.0064748665000034,0,8.57259516330348,0.0202615021541773,0.00398331075745208,0,27.5055039284061,0.056586065790791,6
"17",0.00534151057790357,35.3148139411228,37.1438795240769,0.0446070918902675,0.347042710719075,0,0.427118667993706,0.0299259634103496,8.88018456222431,12.9780700842302,0,4.20517305981461,0.457128843867255,0.110981967058118,0.0556468480141921,13
"18",0,0.0307094994945025,0.136141871424655,0,4.44674380389079,0.364357096445848,0,0.0292268939307245,1.35428780053323,3.16467596690818,0,0.447605031885332,0.0322114772557084,89.9937017248092,0,7
"19",0.00707398430784398,0.532201900491634,0.0100251977317728,0,0.159389000831567,0.146113813856848,0,0.14125974985223,12.227109153483,2.87396315229875,0.00519270844508949,1.36769008872343,0.153679958845548,0,82.3761938217679,2
"20",0,0,0,0,5.83549049136844,0,54.0789951095797,0.0522457117859973,0.191293007216531,32.4122959156032,0,7.42252541064621,0.00521128109696305,0,0,5
"21",0.0220898492244198,0,0,0,7.8290364521612,0,0,1.99695033192333,0.316203820659311,76.5076990616914,0,4.72059381887607,8.60540811460829,0.00113006601109827,0,11
"22",0,0,0.00481286231306404,0,0,0,0,99.9765102407375,0,0,0,0,0,0.00454175087632213,0.0130311636609966,3
"23",0.00783607176292429,0,0,0,86.6018013889245,0,0,0.00306569404112993,0,4.84647468221943,0,8.51327335080909,0.0256384665334257,0,0,6
"24",99.6143280330426,0,0.0218752756340971,0.0244667754216974,0.00574932238441208,0.0651803904346436,0,0.0218544467119799,0.00851646955407408,0.0397672423306956,0.0725131303898614,0.0373763628402462,0.00753033851630565,0.0238813243783925,0.0563719144423137,4
"25",0,0.124597010230178,0,0.0808715237092314,0,0,0,0,0,0,0,1.81028810696179,83.3749433822156,0,14.6052933163248,8
"26",0,0,99.762937994659,0,0,0,0,0,0,0,0,0.00459745040081105,0.231977441003262,0,0,13
"27",1.08585695463667,0,0.0414242694140291,0.32202401993575,0,0.048579921570056,0,0.0519570290782835,0,0.156131719190944,3.04237290074653,0,0,94.3000292388786,0.949272796359931,7
"28",0.0233020072389843,0,0.583491923089985,0.0481215740380406,0.0878048946818463,0.0542704442185318,0.0265407019813145,0.519611311314874,98.1575146952201,0.109298629453131,0.030204676220343,0.203933574836534,0.0418905546142939,0.0843623048967607,0.0293823440672566,10
"29",0,99.8912095871834,0,0,0,0,0,0,0.0380970525300078,0.00104858576856253,0.0692467603520625,0,0,0,0,13
"30",6.54026503685074,0,0.00207788936011201,0.51951716186046,52.925799715028,14.2903960945589,0,0.721895186356154,0,7.39852099856519,15.7346502778732,0,0,0.24175063076094,1.6250090782784,6
"31",0,0,0.385479315628228,0.0167731490831612,0.00116405669259846,0.0172227369059659,0,0,0.00958331579536584,0.00134688444800894,0.0137397838038743,0.866263709649186,98.6763879808576,0,0.0111074432991722,8
"32",0,0,0,0,0.985198832741584,0.743278848250033,0,0,0.0185253015469594,98.2159334507716,0,0,0,0.0352647263275918,0,11
"33",0.0103121177689448,0.00440600424827838,0.314322023702398,0.00144436816862628,0.00143058409501307,0,0.0192053964048095,0.0180337614613744,0.0107361895016429,0.062456529550533,0,99.5084308726431,0.00422597216869468,0.0388193380134467,0.00582548287374403,9
"34",0.729198569206226,0.0222140271609505,1.87265813990534,0.0247418953131233,3.48638809812683,6.82394116221279,0,50.4909249952289,2.17601883553168,3.47673828129526,2.94422189851803,23.549017293569,1.60093879572151,0,2.80236877897666,3
"35",0,0.0337813882387715,0.222112533226059,0.226753685457945,0.0109223595893268,0,0,22.4899996007986,0.129662944440367,0.017333587045423,10.7919002587104,0.0724041543340574,0.477625603723976,0.355978120247516,65.1714029363917,2
"36",0,0,0,0,90.9844323922909,0,0,0,0,0,0,9.01151450228231,0,0,0,6
"37",0.611812078582676,0.0122511326001118,90.1436383626316,1.85121550660207,0.049942927689253,0.299132654326398,0.00272025319218111,1.63610424191505,0.874424900433571,2.82895022398119,1.09884182542999,0.0617302029366379,0.188455763154673,0.252972397176268,0.087807529348336,13
"38",0.0192311849679733,0,10.8042525351462,0.0200122473099824,0.0123716379380508,0.541586495664007,0,0.00166391620838486,0.00250569189392818,0.0127355161866356,0.0317755113935537,87.8652531246639,0.685767503856711,0,0.00260739106232281,9
"39",0,0.873292415672631,1.61525856410998,0.205473651639707,81.7253247063138,0.0584041875902195,1.89789391191278,0.00430916005190745,13.5446749721779,0.0017973217763606,0.0131157544794885,0,0.00251060168234301,0,0.0578090383100165,6
"40",0,0,0.0294531666474545,0.0172826033362118,0,0,0,77.6416826194388,0,22.082667251249,0.0141233972336302,0,0.00135160958724601,0,0.212419299600493,3
"41",0.823085360139635,0,0.427623050770066,0.0175480732653874,0,16.1877140796363,0,0,0,0,56.7309800563975,3.70258411594631,22.1094898540694,0,0,1
"42",0.00943312616950306,0,0.138166956173633,0.0249446677295597,0,0,0,0,0,0,0.00830450589278918,0,0,0.00112280783269055,99.8178246547629,2
"43",0,0.0175070971112572,87.5303452975192,0.0171309816427717,0.0255777159610321,0,0,8.63167250466739,0.0605569677434203,0,0.00194569442270653,3.12361463098553,0.591186589696568,0,0,13
"44",0.00364049376602469,0,0,0,0.00798786257680403,0.0449285316199578,0,1.47667101317022,0,98.3874408206437,0,0.0715957161637738,0.00137846126988145,0,0.00452528327268007,11
"45",0,0,0.0178094569532267,0,0,0,92.8856891132364,0,0,7.09559992129882,0,0,0,0,0,5
"46",0.222760931484585,0.0180023230770083,4.47409471240437,0.387314517602829,0,0.1044911720855,0,0.0128378987065089,0.001731287587601,0.0113833357135792,11.3479169008427,0,0,0.0177946838726984,83.4012510397167,2
"47",0.0011390850562661,98.5578860196901,1.11678306481289,0.0235271849097222,0.00802552021756085,0.00400551515291332,0.00216473934881238,0.0518579922038671,0.0318232324053496,0.00338149791702876,0.00499014852833817,0.0954464096039768,0.0193578100292204,0.0291856921131158,0.0504260880107879,13
"48",0.00614134695734754,0,0.00380064138489055,0.00952213567923446,0.00180742965193631,99.7875180252833,0,0.00715874346073838,0.00279814318055337,0.00663403760305366,0.0864974983940067,0.00105124845398301,0,0.00370465686873518,0.082662181996173,1
"49",0,0,0,0,0.00166396229831609,0,0,56.84545491209,0,27.6941179571142,0,0.00267804743854474,15.4543442910293,0,0,3
"50",6.44922222748971,0,0.00266553521076785,90.9807384832036,0,0.00131788048344565,0,0.148005607099089,0,0.0151793076206245,1.86105982422397,0.001790063705983,0,0.0225619471206647,0.517281958873395,12
"51",0,0.00811237695404761,99.8612241017545,0.0075907454297369,0.00297278896637177,0,0.018039382362877,0,0.00566685435893368,0.00302071318218476,0.00677604694588797,0.0200189139298981,0.00638688176606235,0.0259621521223434,0.0332237512037429,13
"52",0,0.0108393878825673,0.126745960585025,0,97.5874728386722,0,0,0.0105708412554046,1.60757301516279,0,0,0.368262704114985,0.288250292011133,0,0,6
"53",0,0,0.00814225165685428,0,1.36948328643143,0,0,54.6826092820383,0.00882586267452917,0,0,43.9295641762899,0,0,0,3
"54",0.0103593874104775,0,0.00642462668363391,0.00455749919974786,0,11.9725497029563,0,0.0975324280152399,0.00314010016398553,0.00237101602798607,87.8102688823942,0.0455191145778283,0.0456490044800813,0,0,1
"55",0,0,0,0,93.8095504122588,0,0,0,0.209064592117466,0.0207597696636576,0,5.95796957912824,0.00116196141561611,0,0,6
"56",0.0249920608188537,0,0.00948546541839471,0,0,86.4901303255076,0,0,0,0.0243342822956384,13.4050110545225,0.0279606581754834,0.0163001584107442,0.0013290776620384,0,1
"57",0.420882691652127,0,0.196453468357706,0.00484832349331471,0.00268693875065642,0,0,16.1269387896737,0.00497434243024357,0.148062007737454,0.0429514601119759,0.0162813540003446,83.0239748412075,0.00517163958362092,0.00605843948402947,8
"58",0.0428623196066253,0.00352691421519508,0.0426404857639733,0.0914768221395558,0.0014151148711277,0,0.00155150636455126,0.00516931551752624,0.0051128272454551,0.0196999033388187,95.545301697446,0,0,2.53198653590758,1.70915634333016,1
"59",0,0.0042659564285336,0.00208826248214248,0,0.0137441749854016,0,0,0,15.5151733529179,0,0,4.51869190948146,79.945434808413,0,0,8
"60",0.436369925585749,0.0676886240551672,0.067948811728052,0.18225502705391,0.0123272802144842,0.0511529150330398,0.00257027702827632,0.00118671931209339,0.0991465516808506,95.3496189840703,1.68229246123449,0.00425796480103412,0.00164097105580834,1.7095482695527,0.33199521759408,11
